,name,unit,error,file_name,true_unit
959,Система автоматизированная информационно-измерительная коммерческого 220 учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ Волна,,"Основная относительная погрешность ИК (±δ), % 1,1",2020-65901-16.pdf,
960,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) 220 учета электроэнергии (АИИС КУЭ) ПС 220 кВ Красноленинская,,"Границы интервала допускаемой относительной погрешности ИК при измерении активной электрической энергии в нормальных (±δ), %, вероятности, 0,95 условиях (±δ), %, при доверительной вероятности, равной 0,95 δ100 %, %≤Iизм≤I120% 0,9",2020-69777-17.pdf,
961,"Система автоматизированная информационно-измерительная коммерческого учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ Городская учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ Городская Границы интервала допускаемой относительной погрешности ИК при измерении активной электрической энергии в нормальных при измерении активной электрической энергии в нормальных (±δ), %, вероятности, 0,95 условиях (±δ), %, при доверительной вероятности, равной 0,95 δ1(2)%, %, %, %,",,"δ1(2)%, ≤ I изм< 1,0",2020-75225-19.pdf,
962,Система измерений количества и показателей качества нефти № 626 на ПСП «Ухта»,"Диапазон измерений массы брутто нефти за час, т","Пределы допускаемой относительной погрешности измерений массы брутто нефти, % ±0,25",2020-76211-19.pdf,т
963,Калибраторы универсальные Н4-56,,"Пределы допускаемой абсолютной погрешности воспроизведения напряжения постоянного тока в воспроизведения напряжения постоянного тока в однока- нальном и двухканальном режимах на пределах, (Uп), ±(% от U + % от Uп), В ±(% от U + % от Uп), В 4 В, 20 В 200 В 0,004 + 0,0004 0,005 + 0,0005",2020-77236-20.pdf,
964,"Меры сопротивлений петли короткого замыкания многозначные ММС-01, ММС-1 ММС-1","Среднее значение начального сопротивления R0, мОм, ММС-01 (отдельные A, B);","Нестабильность δн, %, ММС-01, I (А); 1",2020-77238-20.pdf,мОм
965,Кольца торговой марки «КАЛИБР»,"Диапазон номинальных колец, диаметров отверстий колец, мм","Допускаемые отклонения от круглости, мкм, мкм, не более 0,3",2020-77293-20.pdf,диаметров
966,Генераторы сигналов произвольной формы серии AWG5200,,Пределы допускаемой относительной погрешности частоты опорного генератора при выпуске из производства или после подстройки при генератора при выпуске из производства или после подстройки при температуре от 0 до 50 °C при ±1·10-6 температуре от 0 до 50 °C Пределы допускаемого относительного дрейфа частоты опорного,2020-77296-20.pdf,
967,Дефектоскопы ультразвуковые УДС2-52 «ЗОНД-2»,"Диапазон измерений глубины залегания дефекта в стали, мм глуби-","Пределы допускаемой абсолютной погрешности измерений глуби- стали, ±(1+0,02∙Н), ны залегания дефекта в стали, мм",2020-77330-20.pdf,мм
968,Резервуар стальной горизонтальный цилиндрический РГС-20,"Номинальная вместимость, м3","Пределы допускаемой относительной погрешности (объёмный метод), % Пределы допускаемой относительной погрешности определения вместимости (объёмный метод), % ±0,25",2020-77377-20.pdf,м3
969,Анализаторы зерна и зернопродуктов INFRANEO,"Диапазон измерений массовой доли жира, % Диапазон измерений массовой доли белка, % Диапазон измерений массовой доли влаги, % Диапазон измерений массовой доли сырой клейковины, % Диапазон измерений массовой доли общей золы, %","Пределы допускаемой абсолютной погрешности измерений жира, % массовой доли жира, % ±1,2 5 Пределы допускаемой абсолютной погрешности измерений белка, % массовой доли белка, % ±0,6 4 Пределы допускаемой абсолютной погрешности измерений влаги, % массовой доли влаги, % ±0,5 14 Пределы допускаемой абсолютной погрешности измерений клейковины, % массовой доли сырой клейковины, % ±2,5 0,3 Пределы допускаемой абсолютной погрешности измерений золы, % массовой доли общей золы, % ±0,1",2020-77391-20.pdf,
970,Измерители перемещений (деформаций) оптические бесконтактные серии Vic,"Диапазон измерений X, мм","Предел допускае- допускае- отно- мой отно- сительной погрешно- измере- сти измере- ний, % ний, % ±1",2020-77395-20.pdf,мм
971,"Резервуар стальной горизонтальный цилиндрический РГС-12,5","м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости, % определения вместимости, % ±0,25",2020-77407-20.pdf,м3
972,Система автоматизированная информационно-измерительная коммерческого учета электрической энергии ООО «РосЕвроДеволпмент-Уфа» учета электрической энергии ООО «РосЕвроДеволпмент-Уфа»,,"Границы основной погрешности, (±δ), % погрешности, (±δ), % 1,1 1,1 2,3",2020-77447-20.pdf,
973,Резервуары стальные горизонтальные цилиндрические РГС-16,"Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости, % вместимости, % ±0,25",2020-77457-20.pdf,м3
974,Резервуар стальной вертикальный цилиндрический РВС-20000,"м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности (геометрический метод), % ±0,10 определения вместимости (геометрический метод), %",2020-77550-20.pdf,м3
975,Резервуар стальной вертикальный цилиндрический с понтоном РВСП-10000,"м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости (геометрический метод), % погрешности ±0,10 определения вместимости (геометрический метод), %",2020-77555-20.pdf,м3
976,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Кабанская» учета электроэнергии (АИИС КУЭ) СЭС «Кабанская»,,"Основ- ная погреш- ность, % ность, % ±1,09",2020-77628-20.pdf,
977,Преобразователи термоэлектрические поверхностные 112TE3000/Exia/112TE08,"Диапазон измерений температуры, °С температуры, °С","Пределы допускаемых отклонений ТЭДС ЧЭ от НСХ, °С от НСХ, °С ±1,5 ±1,5 ±0,004·t",2020-77661-20.pdf,°С
978,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) №47 учета электроэнергии (АИИС КУЭ) ПС №47 Периклазового завода,,"Границы интервала основной относительной погрешности ИК, %, при измерении электрической энергии и средней мощности: измерении электрической энергии и средней мощности: - для ИК № 1 - для ИК № 1 - ±0,9 ±2,9",2020-77687-20.pdf,
979,Трансформаторы тока ТБМО-110-УХЛ1,"Номинальный первичный ток I1ном, А I2ном,",,2020-77709-20.pdf,А
980,Устройства весоизмерительные автоматические ES-R 1000,"Максимальная нагрузка (Max1/Max2 или Max1/Max2/Max3)*, кг Max1/Max2/Max3)*, кг","Пределы допускаемой средней (системати- средней (системати- ческой) погрешности при автоматической при автоматической работе при поверке работе при поверке (в эксплуатации) для (в эксплуатации) для АВУ классов точно- АВУ классов точно- сти XIII(1) и XIII(0,5), г XIII(0,5), г ±0,5 (±1) ±0,5 (±1) ±1 (±2)",2020-77731-20.pdf,кг
981,Дефектоскопы вихретоковые специализированные ВД-131-НД.3,"Порог чувствительности, мм -","Пределы допускаемой абсолютной погрешности выявления дефекта по уровню, % пороговому уровню, % ± 20 000 000",2020-77742-20.pdf,мм
982,Дефектоскопы ультразвуковые «ScanMaster UT/mate»,,"Пределы допускаемой абсолютной погрешности измерений глу- бины залегания дефекта в стали, мм ±(0,015∙Н + 0,5), где Н – измеренное значе- ±(0,015∙Н – измеренное значе- ние глубины, мм от 0,6 до 30",2020-77770-20.pdf,
983,Термопреобразователи сопротивления НЯЦИ.405211.032,"Диапазон измерений температуры, ºС α, ºС-1",,2020-77860-20.pdf,
984,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии ООО «Газпром энерго» ООО «Газпром трансгаз Югорск» учета электроэнергии ООО «Газпром энерго» ООО «Газпром трансгаз Югорск» Ивдельское ЛПУ МГ Ивдельское ЛПУ МГ,,"Метрологические характеристики ИК в нормальных условиях применения I2≤ I изм<I I5≤ I изм<I I20≤ I изм<I I100≤ I ≤I I5≤ δWо A δWо ±2,0 A % ±2,0 ±1,3",2020-77950-20.pdf,
985,"Преобразователи термоэлектрические ТП-А, ТП-С","Диапазон измерений температуры, °С 8.585-2001","Пределы допускаемого отклонения ТЭДС ТП от НСХ, °С (где t - температуры, °С): НСХ, °С - ±5,0",2020-78042-20.pdf,°С
986,Станции контроля загрязнения атмосферного воздуха автоматические «Чистый воздух PRO» воздух PRO»,,"Пределы допускаемой основной погрешности, %: - приведенной к диапазону от 0 до 0,015 млн-1 (от 0 0 до млн-1 (от 0 - приведенной к диапазону от 0 до 0,015 млн-1 0,030 мг/м3) включ. мг/м3) 0,030 мг/м3) - мг/м3) включ. ±20",2020-78044-20.pdf,
987,Резервуар стальной горизонтальный цилиндрический ЕП-16,"Номинальная вместимость, м³","Пределы допускаемой относительной погрешности определения вместимости (объемный метод), % вместимости (объемный метод), % ±0,25",2020-78072-20.pdf,м
988,Система автоматизированная информационно-измерительная коммерческого учета (АИИС КУЭ) (ТЭЦ-14) электроэнергии (АИИС КУЭ) Первомайской ТЭЦ (ТЭЦ-14) филиала «Невский» «ТГК-1» «Невский» ПАО «ТГК-1»,,"Границы допускаемой основной относительной погрешности, % ±0,9",2020-78097-20.pdf,
989,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии ООО «Энергосбытовая компания «Горкунов» (ТК НСО-2) учета электроэнергии ООО «Энергосбытовая компания «Горкунов» (ТК НСО-2),,"I2≤ A δWо A ±4,9 % ±4,9",2020-78125-20.pdf,
990,Резервуары вертикальные стальные цилиндрические РВСП-20000,"м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности вместимости резервуара погрешности вместимости резервуара (геометрический метод), % ±0,1 (геометрический метод), % службы,",2020-78171-20.pdf,м3
991,Резервуары вертикальные стальные цилиндрические РВСПК-50000,"м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности вместимости резервуара погрешности вместимости резервуара (геометрический метод), % ±0,1 (геометрический метод), % службы,",2020-78248-20.pdf,м3
992,Резервуары вертикальные стальные цилиндрические РВС-400,"1 Номинальная вместимость, м3","Пределы допускаемой относительной ±0,2 погрешности вместимости резервуара (геометрический метод), % (геометрический метод), % службы,",2020-78254-20.pdf,м3
993,"Резервуары вертикальные стальные цилиндрические РВСП-10000, РВСП-20000, РВСП-5000 РВСП-5000","1 Номинальная вместимость, м3","Пределы допускаемой относительной ±0,1 погрешности вместимости резервуара (геометрический метод), % (геометрический метод), % службы,",2020-78320-20.pdf,м3
994,"Спектрометры рентгенофлуоресцентные ARL PERFORM’X, ARL OPTIM’X","Чувствительность по контрольным элементам в стандартном образце, элементам в стандартном образце, кимп/с·мА-1, не менее: кимп/с·мА-1, - вольфрам","Предел допускаемого относительного (ОСКО) среднеквадратического отклонения (ОСКО) выходного сигнала, % выходного сигнала, % 1,0 *",2020-78339-20.pdf,элементам
995,Трансформаторы напряжения НОЛ-СЭЩ-10-2 У2,,,2020-78370-20.pdf,
996,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) АО «НЭСК» для ГТП «Туапсе» вторая учета электроэнергии (АИИС КУЭ) АО «НЭСК» для ГТП «Туапсе» вторая очередь очередь,,"Границы допускаемой основной относитель- относитель- ной погреш- ности (±δ), % % 1,3",2020-78379-20.pdf,
997,Система измерительная массового расхода и массы фракции C6-C8 с емкости H- FA-201 в цех № 2106 (на компрессию) ПАО «Нижнекамскнефтехим» (позиция H- FI-210),"Диапазон измерений массового расхода фракции C6-C8, т/ч","Пределы допускаемой относительной погрешности измерений массового расхода (массы) фракции C6-C8, % массового расхода (массы) фракции C6-C8, % ±0,25",2020-78392-20.pdf,т
998,Резервуар стальной вертикальный цилиндрический теплоизолированный РВС-2000 РВС-2000,"Номинальная вместимость, м3","Пределы допускаемой относительной погрешности резервуара, % Пределы допускаемой относительной определения вместимости резервуара, % ±0,25",2020-78416-20.pdf,м3
999,Резервуары вертикальные стальные цилиндрические РВСП-20000,"м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности вместимости резервуара (геометрический метод), % Пределы вместимости погрешности % ±0,1 20 вместимости резервуара (геометрический метод), % службы, лет,",2020-78456-20.pdf,м3
1000,"Резервуары стальные вертикальные цилиндрические РВС-5000, РВС-10000","м3 Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости резервуара, % определения вместимости резервуара, % ±0,10",2020-78494-20.pdf,м3
1001,Глубиномеры индикаторные специальные,"Диапазон измерений, мм","Пределы допускаемой абсолютной погрешности, мм ±0,02 Размах показаний, мм 0,01",2020-78501-20.pdf,мм
1002,Система измерений количества и показателей качества нефти № 32,"Диапазон измерений расхода, м3/ч","Пределы допускаемой относительной погрешности измерений нефти, % массы нетто нефти, % ±0,35",2020-78560-20.pdf,м3
1003,Газоанализатор SERVOPRO Plasma k2001,"млн-1 Диапазон измерений объемной доли азота, млн-1","Пределы допускаемой приведенной к верхнему значению поддиапазона погрешности измерений объёмной доли азота в поддиапазона погрешности измерений объёмной доли азота в поддиапазоне от 0 до 50 млн-1 включ., % млн-1 поддиапазоне от 0 до 50 млн-1 включ., % ±15",2020-78729-20.pdf,млн
1004,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) 110 учета электроэнергии (АИИС КУЭ) ПС 110 кВ Южная,,"Основ- ная погреш- ность, % ность, % ±0,6",2020-78796-20.pdf,
1005,Хромато-масс-спектрометры жидкостные LCMS-9030,"Диапазон массовых чисел, а.е.м.: -","Предел допускаемого относительного среднего квадратичного отклонения (электроспрей, дозирова- выходного сигнала (электроспрей, положительная ионизация при дозирова- 5 10 левомицетина, ионизация), %: нии 5 пг резерпина или 10 пг левомицетина, отрицательная ионизация), %: - 7",2020-78890-20.pdf,а
1006,Трансформаторы тока ТФН-35М,"Номинальный первичный ток I1ном, А Номинальный вторичный ток I2ном, А",,2020-78902-20.pdf,А
1007,Полуприцепы-цистерны БЦМ-14.5,"дм3 Номинальная вместимость, дм3","Пределы допускаемой относительной по- грешности ТМ, % ±0,4 действитель-",2020-78909-20.pdf,дм3
1008,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ТПП «ЛУКОЙЛ-Усинскнефтегаз» учета электроэнергии (АИИС КУЭ) ТПП «ЛУКОЙЛ-Усинскнефтегаз» ООО «ЛУКОЙЛ-Коми» ООО «ЛУКОЙЛ-Коми»,,"Основ- ная погреш- погреш- ность, % ±1,15",2020-78924-20.pdf,
1009,"Частотомеры электронно-счетные серий АКИП-5104, АКИП-5105, АКИП-5107, АКИП-5108 АКИП-5108","Диапазон измерений частоты по входу А(1), Гц модификаций: Диапазон измерений периода по входу А(1), с модификаций:",", , где F2(1,3) F2(1,3) – Измеренная частота по каналу 2 (1,3), Гц; tсч – установленное время счета в частотомере, с.",2020-78953-20.pdf,Гц
1010,Система автоматизированная информационно-измерительная коммерческого (АИИС КУЭ) «Газпром Брянск» учета электрической энергии (АИИС КУЭ) ООО «Газпром энергосбыт Брянск» (АО «Тюменский Бройлер») (АО «Тюменский Бройлер»),,"Границы основной относительной погрешности измерений,   измерений,     , % 1,0",2020-78988-20.pdf,
1011,Анализатор фотометрический MCS300P-Ex,"Диапазон показаний массовой концентрации СО, мг/м3 CO2, % Диапазон показаний объемной доли CO2, %","Пределы допускаемой относительной погрешности, %: - - массовой концентрации СО - CO2 ±10 ±5 - объемной доли CO2 ±5",2020-78993-20.pdf,мг
1012,Проекторы измерительные ПИ 300ЦВ,"Диапазон измерений длины, мм, –продольном Диапазон измерений плоского угла, º","Пределы допускаемой абсолютной погрешности измерений длины, мм ±0,003 Пределы допускаемой абсолютной погрешности измерений плоского угла, ' ±5 Пределы допускаемой абсолютной погрешности измерений плоского угла, ' ±5 Дискретность отсчета УЦО, мм 0,001",2020-79026-20.pdf,мм
1013,Тахографы цифровые «Drive Smart»,,"Доверительные границы абсолютной погрешности (при довери- тельной вероятности 0,95) измерений интервала времени в диа- пазоне от 60 до 86400 с, с ско- ±4",2020-79089-20.pdf,
1014,Уровни строительные УС,"Отклонение от плоскостности рабочих поверхностей уровня, уровня, мм","Отклонение от параллельности рабочих 0,08 поверхностей уровня, уровня, мм",2020-79208-20.pdf,уровня
1015,"Твердомеры стационарные Бринелля NOVOTEST TС-Б, ТС-Б-Ц2","Испытательные нагрузки для шкал Бринелля, Н (кгс)","Пределы допускаемой относительной погрешности Бринелля, % Пределы допускаемой относительной погрешности испытательных нагрузок для шкал Бринелля, % ±1,0 450",2020-79291-20.pdf,Н
1016,Расходомеры массовые серии ST и MT,"Диапазон измерения объемного рас- м3/ч хода, м3/ч","Пределы допускаемой относительной ±(2,0+ 0,5 max Q Q ) погрешности измерения объемного Q расхода (объема), массового расхода (массы), %",2020-79346-20.pdf,м3
1017,Расходомеры-счётчики жидкости и газа ОР-Vo-А,"Максимальный расход qmax, Максимальный расход дм³/мин допускаемой газа, Пределы qmax, qmax, qmax, qmax,","Пределы допускаемой основной относительной основной относительной погрешности измерений погрешности измерений расхода и объёма газа расхода и объёма газа модификации OP-Vo-Э1, %: OP-Vo-Э1, %: - ±1,0 - при расходе газа от q qmin qmin qmin qmin до - включительно q t",2020-79426-20.pdf,Максимальный
1018,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ПАО «Транснефть» на объекте ЦОД пос. Развилка,,"Границы основной погрешности, (±), % погрешности, (±), % 0,94 1,53",2020-79475-20.pdf,
1019,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии ООО «Маяк-Энергосервис» учета электроэнергии ООО «Маяк-Энергосервис»,,"Границы допускаемой относительной погрешности измерения при доверительной вероятности 0,95, % 1,0 0,9",2020-79522-20.pdf,
1020,"Резервуары стальные вертикальные цилиндрические РВС-1000, РВСП-1000, РВС- РВСП-2000 2000, РВСП-2000","Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости резервуара, % ±0,2",2020-79545-20.pdf,м3
1021,Меры электрического сопротивления многозначные типа МС 3055,"Диапазон воспроизведения электрического сопротивления постоянному току, Ом","Пределы допускаемой основной относительной погрешности 0,02/2·10-7 , % Пределы допускаемой основной относительной для класса точности 0,02/2·10-7 , % δ=[0,02+2·10-7(Rk/R-1)]",2020-79562-20.pdf,Ом
1022,Датчики температуры дорожного покрытия ДТД-03,"Диапазон измерений температуры, °С","Пределы допускаемой абсолютной погрешности измерений температуры, °С ±0,1 температуры, °С",2020-79600-20.pdf,°С
1023,Пробник напряжения SHC-1-1000,"Коэффициент калибровки в зависимости от частоты напря- жения переменного тока, дБ","Пределы допускаемой абсолютной погрешности коэффициен- та калибровки, дБ ±1,5",2020-79634-20.pdf,дБ
1024,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ПАО «Транснефть» в части АО «Транснефть- учета электроэнергии (АИИС КУЭ) ПАО «Транснефть» в части АО «Транснефть- Сибирь» по Тобольскому УМН,,"Границы основной погрешности, (±δ), % погрешности, % погрешности, (±δ), % 2,9 4,5",2020-79651-20.pdf,
1025,"Резервуары стальные вертикальные цилиндрические РВС-1000, РВС-2000","Номинальная вместимость, м3 Пределы допускаемой относительной","Пределы допускаемой относительной погрешности определения вместимости резервуара, % определения вместимости резервуара, % ±0,20",2020-79703-20.pdf,м3
1026,Система автоматизированная информационно-измерительная коммерческого Элиста-Северная учета электроэнергии АИИС КУЭ ЕНЭС ПС 220 кВ Элиста-Северная,,"Пределы допускаемой абсолютной погрешности смещения шкалы времени компонентов АИИС КУЭ, входящих в состав СОЕВ, (SU), (±с 5 относительно шкалы времени UTC (SU), (±с",2020-79791-20.pdf,
1027,Анализаторы влажности весовые PMB,"Диапазон измерений массовой доли влаги образца, %","Пределы допускаемой абсолютной погрешности изме- (m) г: рений массы образца (m) при поверке*, г: Min Min ≤ m < 50 г ± 0,003 ± 0,003 50 г ≤ m < 100 г ± 0,004 0,005 – – – – – 100 г ≤ m ≤ Max ± 0,005 5 г ≤ m ≤ 200 г ± 0,02 –",2020-79856-20.pdf,
1028,Датчики силоизмерительные тензорезисторные CLB-5-YN,,"Пределы допускаемой относительной погрешности, связанной с вос- b, % производимостью показаний b, % 0,5",2020-80034-20.pdf,
1029,"Осциллографы цифровые EDUX1052A, EDUX1052G, DSOX1202A, DSOX1202G",,"Пределы допускаемой ±(0,04∙8 [дел]∙КО [В/дел]) абсолютной погрешности коэффициента отклонения, В",2020-80248-20.pdf,
1030,Счетчики холодной и горячей воды крыльчатые типа АКВА-ВОСТОК,"Расход воды, м3/ч: -минимальный (qmin)","Пределы допускаемой относительной погрешности измерения объема в диапазоне %: расходов, %: -  5",2020-80344-20.pdf,м3
1031,Тахеометры электронные Nikon XF HP,"Диапазон работы компенсатора, ′, не менее Диапазон измерений: - углов, ° - углов, ° - расстояний, м, не менее: - с призменным отражателем - с плёночным отражателем - без отражателя - без отражателя","Границы допускаемой абсолютной погрешности измерений углов (при доверительной вероятности измерений углов (при доверительной вероятности 0,95), ″ 0,95), ″ ±2 Границы допускаемой абсолютной погрешности измерений расстояний (при доверительной измерений расстояний (при доверительной вероятности 0,95), мм: - с призменным отражателем: ±2 ∙ (1 + 1,5∙10-6 ∙ D) ±2 ∙ (2 + 2∙10-6 ∙ D) - на расстоянии от 1,5 до 1000 м включ. - на расстоянии св. 1000 до 3000 м включ.",2020-80482-20.pdf,не
1032,Трансформаторы напряжения НКФ 110-57,"Номинальное первичное напряжение, В",,2020-80533-20.pdf,В
1033,Системы измерения скорости движения транспортных средств серии Poliscan FM1 Poliscan FM1,"скорости, км/ч Диапазон измерений скорости,","Пределы допускаемой абсолютной погрешности измерений ±1 скорости в диапазоне от 0 до 100 км/ч включ., км/ч",2020-80541-20.pdf,км
1034,Системы автоматизированные информационно-измерительные коммерческого учета электрической энергии и мощности «Лартех СмартГрид»,,"Границы допускаемой основной относительной погрешности, % ±1,7",2020-80666-20.pdf,
1035,Трансформаторы тока TOROID,"Номинальный первичный ток I1ном., А I2ном.,",,2020-80696-20.pdf,А
1036,Резервуар стальной горизонтальный цилиндрический РГС-8,"Номинальная вместимость, м3","Пределы допускаемой относительной погрешности определения вместимости, % вместимости, % ±0,25",2020-80821-20.pdf,м3
1037,Преобразователи температуры SITRANS,Мини- маль- ный ин- тервал измере- ний °C,"Пределы допускаемой основной абсолют- ной погрешности аналогового- аналогового- цифрового преобра- (АЦП) (2) зования (АЦП) ±0,8 °C",2020-81112-20.pdf,
1038,Преобразователи давления измерительные PTX1010,"Верхний предел измерений, МПа","Пределы допускаемой приведенной погрешности от верхнего предела измерений при температуре окружающей среды, %: окружающей среды, %: -10  от -10 включ. до +50 °С включ.  -20 -10 ±3,0 ±5,0",2020-81141-20.pdf,МПа
1039,"ГИРИ УСЛОВНЫЕ ТИПА ГС, сотенные, условно-номинальной массой 10; 20; 50; 100; 200 и 5 0 0 кг","Условно-поминальпая wacia, обозначенная lia гире lia гире кг",Допустимая погрешность гири (разносгь между гири (разносгь между действительной и номи­ действительной и номи­ нальной массой) нальной массой) 4-1.25 г,2021-00201-49.pdf,обозначенная
1040,Газоанализаторы ПЭМ-2М,"Диапазон измерений объемной доли доли определяемого определяемого компонента, компонента, % %","Пределы допускаемой основной погрешности, % основной % основной погрешности, % приведенной ±5",2021-19341-11.pdf,компонента
1041,Установки динамические «Микрогаз-Ф»,"Диапазон регулирования расходов в каналах формирования потоков газа1), см3/мин газа1), см3/мин Пределы см3/мин Пределы","Пределы допускаемой относительной погрешности расхода в каналах потоков2), % формирования газовых потоков2), % ± 1,5",2021-24605-13-1.pdf,см3
1042,,,,2021-29684-05.PDF,
1043,"AHam133TOpbl «I>a30Bbix urysron
 aapuaunn Annana 5125A
 urysron
 II aapuaunn Annana 5125A
","J],uana.30H II3MCPHCM biX qaCTOT, Mf'u","nayxeu fiopo-ntoro OTIUlO HeHlHI peaynsr ar a InMepeHli ti lJ aCTOTbl (aapuauaa AlUIaHa) BXOJI.HbIX CUfHaJIOB Ha HHTepBaJIe BpeMeHH c. iunpune aaamnaropa 113~le pe Hilii 1 c. npH iunpune nO!IOCbl nponycKaHuSi aaamnaropa c. 0,5 I'u, He OOJIee 3. 10- 15 • 106",2021-43863-10.pdf,
1044,cnyrumconurx cucreer GSS8000 I hlllT HT OP bl uauu ra u 1I0 1lll b l X cucreer GSS8000,Mlu: uacror 1·l o .\I II IJ<:lJI1>lI hll: 3 1Ja ' lCII WI IICCYUU1X UlJIXOJt\ lhIX Cll rI ItUIOB.,"lI pencnu cur- l lon. CI\aC:\IOi! U6 COJIIO TIIO f""t lI o r p e UIII Ol' T11 YCTa lloBKII ypOBIIH \ IOlIlIIOCT II BlJIXOI Ul blX ± 0.5. IIUJIOB. • 11> I1p I1p nonYCxacxroi! aocorno i.uoro no r pcu uro cru C~lC .1 ~ IC)KKaI ICU I hI r llo li CMCIllClIlISI • P 0 13WI MOll (II 0 CTH ± ± ;-l/i 0.1. C ll rJl~U I0 13. I\bIXOlllII , l:\",2021-44940-10.pdf,
1045,Хроматографы газовые промышленные PGC 5000,Предел детектирования: гС/см3 гС/с гS/с,"Предел допускаемого, приведенного к верхнему пределу поддиапазона измерений значения среднего квадратического отклонения выходного сигнала (концентрации компонента) %: 3",2021-47679-11.pdf,
1046,Весы лабораторные ВК,"Max, г","Пределы допускаемой погрешности при поверке, г при поверке, г ± 0,005",2021-48026-11.pdf,г
1047,Весы вагонные тензометрические ВВТ,"Максимальная нагрузка, Max, т","Погрешность устройства установки нуля, кг ±0,25е",2021-48255-11-1.pdf,т
1048,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ОАО «Салаватстекло»,,"Пределы допускаемой абсолютной погрешности смещения шкалы времени компонентов АИИС КУЭ, входящих в состав СОЕВ, относительно шкалы времени UTC(SU) ±5 с",2021-49342-12.pdf,
1049,,,,2021-63868-16.pdf,
1050,Рефлектометры оптические серии MAX-700C,,"Пределы допускаемой абсолютной погрешности при измерении ослабления, дБ/дБ измерении ослабления, дБ/дБ ±0,03 2,5×10-5×L+δ);",2021-68349-17.pdf,
1051,Система автоматизированная информационно-измерительная коммерческого учета электроэнергии (АИИС КУЭ) ПС 220 кВ «Ванино» филиала ПАО «ФСК ЕЭС» - Хабаровского ПМЭС,,"Основная относительная погрешность ИК, (±δ) % 0,5",2021-69266-17-1.pdf,
1052,Термометры технические жидкостные ТТЖ,"Диапазоны измерений температуры, °С","Пределы допускаемой абсолютной погрешности в интервале температур, °С ±1,5 ±1,0",2021-69578-17.pdf,°С
1053,Система автоматизированная информационно-измерительная коммерческого учёта электроэнергии (АИИС КУЭ) АО «Тандер» (21-я очередь) учёта электроэнергии (АИИС КУЭ) АО «Тандер» (21-я очередь),,"Пределы допускаемой относительной погрешности измерительно-информационных каналов при измерении активной электрической энергии в рабочих условиях ( эксплуатации АИИС КУЭ ( 5 %, ± 3,1",2021-70457-18.pdf,
1054,"Сигнализаторы метана СМС-15, совмещенные с головными светильниками","Диапазон измерений объемной доли метана, %","Пределы допускаемой основной абсолютной погрешности измерений объемной доли метана, % объемной доли метана, % ±0,20",2021-72207-18-2.pdf,
1055,Ферритометры МФ-71Л AKASCAN,"Диапазон показаний объёмной доли (содержания) ферритной фазы, % СФФ","Пределы допускаемой приведенной погрешности измерений ± 5 объёмной доли (содержания) ферритной фазы, % **",2021-74732-19(1).pdf,
1056,"Источники питания постоянного тока импульсные PSB7 1400M, PSB7 1400L, PSB7 1800M, PSB7 1800L PSB7 1800M, PSB7 1800L","Диапазон воспроизведения выходного напряжения постоянного тока, В","Пределы допускаемой абсолютной погрешности воспроизведения выходного ±(0,001·Uвых+10) напряжения постоянного 1), тока 1), мВ",2021-74886-19.pdf,В
